,Toll,Vehicle,Type,trxtime
2,B,X13179,Truck,2022-08-21 00:05:00
3,A,X13179,Truck,2022-08-21 03:01:00
0,A,X13180,Truck,2022-08-20 17:19:00
1,B,X13180,Truck,2022-08-20 19:53:00
2,C,X13180,Truck,2022-08-20 20:17:00
3,D,X13180,Truck,2022-08-20 21:21:00
0,D,X13181,Car,2022-08-20 07:00:00
1,C,X13181,Car,2022-08-20 08:03:00
2,B,X13181,Car,2022-08-20 08:20:00
3,A,X13181,Car,2022-08-20 11:44:00
0,A,X13182,Tempo,2022-08-20 11:39:00
1,B,X13182,Tempo,2022-08-20 14:15:00
2,C,X13182,Tempo,2022-08-20 14:28:00
3,D,X13182,Tempo,2022-08-20 14:51:00
0,D,X13183,Car,2022-08-20 17:08:00
1,C,X13183,Car,2022-08-20 18:06:00
2,B,X13183,Car,2022-08-20 18:31:00
3,A,X13183,Car,2022-08-20 21:47:00
0,A,X13184,Truck,2022-08-20 22:35:00
1,B,X13184,Truck,2022-08-21 00:53:00
2,C,X13184,Truck,2022-08-21 01:12:00
3,D,X13184,Truck,2022-08-21 02:20:00
0,D,X13185,Tempo,2022-08-20 06:26:00
1,C,X13185,Tempo,2022-08-20 07:40:00
2,B,X13185,Tempo,2022-08-20 07:59:00
3,A,X13185,Tempo,2022-08-20 10:26:00
0,A,X13186,Truck,2022-08-20 09:23:00
1,B,X13186,Truck,2022-08-20 10:53:00
2,C,X13186,Truck,2022-08-20 11:15:00
3,D,X13186,Truck,2022-08-20 12:29:00
0,D,X13187,Car,2022-08-20 21:29:00
1,C,X13187,Car,2022-08-20 22:20:00
2,B,X13187,Car,2022-08-20 22:41:00
3,A,X13187,Car,2022-08-21 01:44:00
0,A,X13188,Car,2022-08-20 17:21:00
1,B,X13188,Car,2022-08-20 19:14:00
2,C,X13188,Car,2022-08-20 19:33:00
3,D,X13188,Car,2022-08-20 20:22:00
0,D,X13189,Tempo,2022-08-20 02:19:00
1,C,X13189,Tempo,2022-08-20 03:36:00
2,B,X13189,Tempo,2022-08-20 03:58:00
3,A,X13189,Tempo,2022-08-20 07:39:00
0,A,X13190,Car,2022-08-20 06:02:00
1,B,X13190,Car,2022-08-20 08:44:00
2,C,X13190,Car,2022-08-20 09:05:00
3,D,X13190,Car,2022-08-20 09:59:00
0,D,X13191,Car,2022-08-20 04:34:00
1,C,X13191,Car,2022-08-20 05:32:00
2,B,X13191,Car,2022-08-20 05:58:00
3,A,X13191,Car,2022-08-20 09:32:00
0,A,X13192,Tempo,2022-08-20 15:41:00
1,B,X13192,Tempo,2022-08-20 17:07:00
2,C,X13192,Tempo,2022-08-20 17:19:00
3,D,X13192,Tempo,2022-08-20 18:17:00
0,D,X13193,Car,2022-08-20 02:23:00
1,C,X13193,Car,2022-08-20 03:18:00
2,B,X13193,Car,2022-08-20 03:37:00
3,A,X13193,Car,2022-08-20 07:26:00
0,A,X13194,Truck,2022-08-20 23:20:00
1,B,X13194,Truck,2022-08-21 01:00:00
2,C,X13194,Truck,2022-08-21 01:24:00
3,D,X13194,Truck,2022-08-21 02:13:00
0,D,X13195,Truck,2022-08-20 19:10:00
1,C,X13195,Truck,2022-08-20 21:17:00
2,B,X13195,Truck,2022-08-20 21:36:00
3,A,X13195,Truck,2022-08-21 00:58:00
0,A,X13196,Truck,2022-08-20 03:52:00
1,B,X13196,Truck,2022-08-20 06:25:00
2,C,X13196,Truck,2022-08-20 06:34:00
3,D,X13196,Truck,2022-08-20 07:28:00
0,D,X13197,Car,2022-08-20 20:46:00
1,C,X13197,Car,2022-08-20 21:17:00
2,B,X13197,Car,2022-08-20 21:32:00
3,A,X13197,Car,2022-08-21 00:36:00
0,A,X13198,Truck,2022-08-20 00:02:00
1,B,X13198,Truck,2022-08-20 01:46:00
2,C,X13198,Truck,2022-08-20 02:09:00
3,D,X13198,Truck,2022-08-20 03:08:00
0,D,X13199,Car,2022-08-20 17:50:00
1,C,X13199,Car,2022-08-20 18:57:00
2,B,X13199,Car,2022-08-20 19:12:00
3,A,X13199,Car,2022-08-20 22:33:00
0,A,X13200,Tempo,2022-08-20 17:54:00
1,B,X13200,Tempo,2022-08-20 19:35:00
2,C,X13200,Tempo,2022-08-20 19:53:00
3,D,X13200,Tempo,2022-08-20 20:46:00
0,D,X13201,Truck,2022-08-20 03:45:00
1,C,X13201,Truck,2022-08-20 06:41:00
2,B,X13201,Truck,2022-08-20 06:57:00
3,A,X13201,Truck,2022-08-20 10:18:00
0,A,X13202,Truck,2022-08-20 15:23:00
1,B,X13202,Truck,2022-08-20 18:24:00
2,C,X13202,Truck,2022-08-20 18:43:00
3,D,X13202,Truck,2022-08-20 19:43:00
0,D,X13203,Car,2022-08-20 02:42:00
1,C,X13203,Car,2022-08-20 03:56:00
2,B,X13203,Car,2022-08-20 04:11:00
3,A,X13203,Car,2022-08-20 07:58:00
0,A,X13204,Tempo,2022-08-20 10:04:00
1,B,X13204,Tempo,2022-08-20 12:04:00
2,C,X13204,Tempo,2022-08-20 12:12:00
3,D,X13204,Tempo,2022-08-20 13:02:00
0,D,X13205,Truck,2022-08-20 05:35:00
1,C,X13205,Truck,2022-08-20 07:42:00
2,B,X13205,Truck,2022-08-20 08:00:00
3,A,X13205,Truck,2022-08-20 11:06:00
0,A,X13206,Tempo,2022-08-20 00:43:00
1,B,X13206,Tempo,2022-08-20 02:31:00
2,C,X13206,Tempo,2022-08-20 02:56:00
3,D,X13206,Tempo,2022-08-20 03:42:00
0,D,X13207,Truck,2022-08-20 13:45:00
1,C,X13207,Truck,2022-08-20 16:40:00
2,B,X13207,Truck,2022-08-20 16:54:00
3,A,X13207,Truck,2022-08-20 21:00:00
0,A,X13208,Truck,2022-08-20 12:37:00
1,B,X13208,Truck,2022-08-20 14:31:00
2,C,X13208,Truck,2022-08-20 14:54:00
3,D,X13208,Truck,2022-08-20 16:36:00
0,D,X13209,Truck,2022-08-20 01:13:00
1,C,X13209,Truck,2022-08-20 04:01:00
2,B,X13209,Truck,2022-08-20 04:19:00
3,A,X13209,Truck,2022-08-20 07:40:00
0,A,X13210,Car,2022-08-20 16:20:00
1,B,X13210,Car,2022-08-20 18:06:00
2,C,X13210,Car,2022-08-20 18:24:00
3,D,X13210,Car,2022-08-20 19:13:00
0,D,X13211,Car,2022-08-20 11:24:00
1,C,X13211,Car,2022-08-20 12:01:00
2,B,X13211,Car,2022-08-20 12:17:00
3,A,X13211,Car,2022-08-20 15:39:00
0,A,X13212,Tempo,2022-08-20 01:00:00
1,B,X13212,Tempo,2022-08-20 03:25:00
2,C,X13212,Tempo,2022-08-20 03:40:00
3,D,X13212,Tempo,2022-08-20 04:32:00
0,D,X13213,Car,2022-08-20 23:54:00
1,C,X13213,Car,2022-08-21 00:18:00
2,B,X13213,Car,2022-08-21 00:36:00
3,A,X13213,Car,2022-08-21 03:53:00
0,A,X13214,Car,2022-08-20 15:47:00
1,B,X13214,Car,2022-08-20 17:57:00
2,C,X13214,Car,2022-08-20 18:09:00
3,D,X13214,Car,2022-08-20 18:46:00
0,D,X13215,Car,2022-08-20 05:06:00
1,C,X13215,Car,2022-08-20 06:00:00
2,B,X13215,Car,2022-08-20 06:23:00
3,A,X13215,Car,2022-08-20 09:58:00
0,A,X13216,Truck,2022-08-20 22:43:00
1,B,X13216,Truck,2022-08-21 00:41:00
2,C,X13216,Truck,2022-08-21 01:01:00
3,D,X13216,Truck,2022-08-21 01:57:00
0,D,X13217,Tempo,2022-08-20 16:06:00
1,C,X13217,Tempo,2022-08-20 17:06:00
2,B,X13217,Tempo,2022-08-20 17:24:00
3,A,X13217,Tempo,2022-08-20 20:58:00
0,A,X13218,Truck,2022-08-20 23:33:00
1,B,X13218,Truck,2022-08-21 01:49:00
2,C,X13218,Truck,2022-08-21 02:13:00
3,D,X13218,Truck,2022-08-21 03:16:00
0,D,X13219,Car,2022-08-20 07:23:00
1,C,X13219,Car,2022-08-20 08:36:00
2,B,X13219,Car,2022-08-20 08:53:00
3,A,X13219,Car,2022-08-20 12:31:00
0,A,X13220,Car,2022-08-20 15:19:00
1,B,X13220,Car,2022-08-20 17:21:00
2,C,X13220,Car,2022-08-20 17:44:00
3,D,X13220,Car,2022-08-20 18:38:00
0,D,X13221,Car,2022-08-20 08:00:00
1,C,X13221,Car,2022-08-20 08:59:00
2,B,X13221,Car,2022-08-20 09:14:00
3,A,X13221,Car,2022-08-20 12:12:00
0,A,X13222,Truck,2022-08-20 11:18:00
1,B,X13222,Truck,2022-08-20 13:43:00
2,C,X13222,Truck,2022-08-20 13:51:00
3,D,X13222,Truck,2022-08-20 15:06:00
0,D,X13223,Car,2022-08-20 23:25:00
1,C,X13223,Car,2022-08-21 00:18:00
2,B,X13223,Car,2022-08-21 00:44:00
3,A,X13223,Car,2022-08-21 04:11:00
0,A,X13224,Truck,2022-08-20 09:22:00
1,B,X13224,Truck,2022-08-20 11:43:00
2,C,X13224,Truck,2022-08-20 11:54:00
3,D,X13224,Truck,2022-08-20 13:26:00
0,D,X13225,Truck,2022-08-20 02:40:00
1,C,X13225,Truck,2022-08-20 05:32:00
2,B,X13225,Truck,2022-08-20 05:55:00
3,A,X13225,Truck,2022-08-20 10:11:00
0,A,X13226,Truck,2022-08-20 01:21:00
1,B,X13226,Truck,2022-08-20 04:05:00
2,C,X13226,Truck,2022-08-20 04:27:00
3,D,X13226,Truck,2022-08-20 05:39:00
0,D,X13227,Tempo,2022-08-20 23:07:00
1,C,X13227,Tempo,2022-08-21 00:17:00
2,B,X13227,Tempo,2022-08-21 00:39:00
3,A,X13227,Tempo,2022-08-21 03:55:00
0,A,X13228,Car,2022-08-20 23:27:00
1,B,X13228,Car,2022-08-21 01:38:00
2,C,X13228,Car,2022-08-21 02:05:00
3,D,X13228,Car,2022-08-21 03:08:00
0,D,X13229,Truck,2022-08-20 21:23:00
1,C,X13229,Truck,2022-08-20 23:54:00
2,B,X13229,Truck,2022-08-21 00:14:00
3,A,X13229,Truck,2022-08-21 03:54:00
0,A,X13230,Truck,2022-08-20 12:11:00
1,B,X13230,Truck,2022-08-20 14:48:00
2,C,X13230,Truck,2022-08-20 15:10:00
3,D,X13230,Truck,2022-08-20 16:31:00
0,D,X13231,Car,2022-08-20 02:39:00
1,C,X13231,Car,2022-08-20 03:36:00
2,B,X13231,Car,2022-08-20 03:53:00
3,A,X13231,Car,2022-08-20 07:27:00
0,A,X13232,Truck,2022-08-20 12:07:00
1,B,X13232,Truck,2022-08-20 13:36:00
2,C,X13232,Truck,2022-08-20 13:51:00
3,D,X13232,Truck,2022-08-20 14:53:00
0,D,X13233,Car,2022-08-20 08:26:00
1,C,X13233,Car,2022-08-20 09:12:00
2,B,X13233,Car,2022-08-20 09:25:00
3,A,X13233,Car,2022-08-20 12:32:00
0,A,X13234,Truck,2022-08-20 08:04:00
1,B,X13234,Truck,2022-08-20 11:02:00
2,C,X13234,Truck,2022-08-20 11:23:00
3,D,X13234,Truck,2022-08-20 12:20:00
0,D,X13235,Car,2022-08-20 03:49:00
1,C,X13235,Car,2022-08-20 04:31:00
2,B,X13235,Car,2022-08-20 04:59:00
3,A,X13235,Car,2022-08-20 08:10:00
0,A,X13236,Tempo,2022-08-20 16:12:00
1,B,X13236,Tempo,2022-08-20 18:23:00
2,C,X13236,Tempo,2022-08-20 18:39:00
3,D,X13236,Tempo,2022-08-20 19:34:00
0,D,X13237,Truck,2022-08-20 04:17:00
1,C,X13237,Truck,2022-08-20 06:12:00
2,B,X13237,Truck,2022-08-20 06:27:00
3,A,X13237,Truck,2022-08-20 09:50:00
0,B,X13238,Tempo,2022-08-21 01:24:00
1,C,X13238,Tempo,2022-08-21 01:38:00
2,D,X13238,Tempo,2022-08-21 02:37:00
0,D,X13239,Car,2022-08-20 20:09:00
1,C,X13239,Car,2022-08-20 20:55:00
2,B,X13239,Car,2022-08-20 21:21:00
3,A,X13239,Car,2022-08-21 00:38:00
0,A,X13240,Tempo,2022-08-20 12:51:00
1,B,X13240,Tempo,2022-08-20 14:52:00
2,C,X13240,Tempo,2022-08-20 15:08:00
3,D,X13240,Tempo,2022-08-20 15:51:00
0,D,X13241,Tempo,2022-08-20 12:16:00
1,C,X13241,Tempo,2022-08-20 13:52:00
2,B,X13241,Tempo,2022-08-20 14:13:00
3,A,X13241,Tempo,2022-08-20 17:42:00
0,A,X13242,Tempo,2022-08-20 06:12:00
1,B,X13242,Tempo,2022-08-20 08:52:00
2,C,X13242,Tempo,2022-08-20 09:13:00
3,D,X13242,Tempo,2022-08-20 10:13:00
0,D,X13243,Truck,2022-08-20 23:54:00
1,C,X13243,Truck,2022-08-21 01:57:00
2,B,X13243,Truck,2022-08-21 02:20:00
3,A,X13243,Truck,2022-08-21 05:36:00
0,A,X13244,Truck,2022-08-20 11:29:00
1,B,X13244,Truck,2022-08-20 13:29:00
2,C,X13244,Truck,2022-08-20 13:38:00
3,D,X13244,Truck,2022-08-20 14:28:00
0,D,X13245,Truck,2022-08-20 22:43:00
1,C,X13245,Truck,2022-08-21 00:43:00
2,B,X13245,Truck,2022-08-21 01:08:00
3,A,X13245,Truck,2022-08-21 04:24:00
0,A,X13246,Truck,2022-08-20 15:59:00
1,B,X13246,Truck,2022-08-20 18:48:00
2,C,X13246,Truck,2022-08-20 19:09:00
3,D,X13246,Truck,2022-08-20 20:24:00
0,D,X13247,Truck,2022-08-20 20:45:00
1,C,X13247,Truck,2022-08-20 22:45:00
2,B,X13247,Truck,2022-08-20 23:14:00
3,A,X13247,Truck,2022-08-21 02:45:00
0,A,X13248,Truck,2022-08-20 20:00:00
1,B,X13248,Truck,2022-08-20 22:18:00
2,C,X13248,Truck,2022-08-20 22:40:00
3,D,X13248,Truck,2022-08-20 23:46:00
0,D,X13249,Tempo,2022-08-20 19:47:00
1,C,X13249,Tempo,2022-08-20 20:28:00
2,B,X13249,Tempo,2022-08-20 20:47:00
3,A,X13249,Tempo,2022-08-21 00:09:00
0,A,X13250,Tempo,2022-08-20 21:57:00
1,B,X13250,Tempo,2022-08-20 23:55:00
2,C,X13250,Tempo,2022-08-21 00:07:00
3,D,X13250,Tempo,2022-08-21 00:46:00
0,D,X13251,Truck,2022-08-20 04:58:00
1,C,X13251,Truck,2022-08-20 07:22:00
2,B,X13251,Truck,2022-08-20 07:43:00
3,A,X13251,Truck,2022-08-20 10:13:00
0,B,X13252,Truck,2022-08-20 16:47:00
1,C,X13252,Truck,2022-08-20 17:05:00
2,D,X13252,Truck,2022-08-20 18:11:00
0,D,X13253,Car,2022-08-20 20:17:00
1,C,X13253,Car,2022-08-20 21:16:00
2,B,X13253,Car,2022-08-20 21:24:00
3,A,X13253,Car,2022-08-21 00:28:00
0,A,X13254,Truck,2022-08-20 08:12:00
1,B,X13254,Truck,2022-08-20 10:36:00
2,C,X13254,Truck,2022-08-20 10:56:00
3,D,X13254,Truck,2022-08-20 12:25:00
0,D,X13255,Car,2022-08-20 14:36:00
1,C,X13255,Car,2022-08-20 15:25:00
2,B,X13255,Car,2022-08-20 15:39:00
3,A,X13255,Car,2022-08-20 19:05:00
0,A,X13256,Car,2022-08-20 15:05:00
1,B,X13256,Car,2022-08-20 17:16:00
2,C,X13256,Car,2022-08-20 17:38:00
3,D,X13256,Car,2022-08-20 18:47:00
0,D,X13257,Tempo,2022-08-20 04:43:00
1,C,X13257,Tempo,2022-08-20 05:49:00
2,B,X13257,Tempo,2022-08-20 06:00:00
3,A,X13257,Tempo,2022-08-20 08:47:00
0,A,X13258,Car,2022-08-20 19:46:00
1,B,X13258,Car,2022-08-20 21:28:00
2,C,X13258,Car,2022-08-20 21:50:00
3,D,X13258,Car,2022-08-20 22:58:00
0,D,X13259,Car,2022-08-20 19:54:00
1,C,X13259,Car,2022-08-20 20:27:00
2,B,X13259,Car,2022-08-20 20:43:00
3,A,X13259,Car,2022-08-21 00:16:00
0,A,X13260,Truck,2022-08-20 20:37:00
1,B,X13260,Truck,2022-08-20 22:21:00
2,C,X13260,Truck,2022-08-20 22:50:00
3,D,X13260,Truck,2022-08-20 23:47:00
0,D,X13261,Tempo,2022-08-20 03:18:00
1,C,X13261,Tempo,2022-08-20 03:42:00
2,B,X13261,Tempo,2022-08-20 04:06:00
3,A,X13261,Tempo,2022-08-20 07:22:00
0,A,X13262,Tempo,2022-08-20 10:24:00
1,B,X13262,Tempo,2022-08-20 13:06:00
2,C,X13262,Tempo,2022-08-20 13:29:00
3,D,X13262,Tempo,2022-08-20 14:17:00
0,D,X13263,Car,2022-08-20 22:13:00
1,C,X13263,Car,2022-08-20 23:01:00
2,B,X13263,Car,2022-08-20 23:20:00
3,A,X13263,Car,2022-08-21 02:12:00
0,A,X13264,Tempo,2022-08-20 19:11:00
1,B,X13264,Tempo,2022-08-20 21:12:00
2,C,X13264,Tempo,2022-08-20 21:35:00
3,D,X13264,Tempo,2022-08-20 22:41:00
0,D,X13265,Tempo,2022-08-20 00:37:00
1,C,X13265,Tempo,2022-08-20 02:03:00
2,B,X13265,Tempo,2022-08-20 02:15:00
3,A,X13265,Tempo,2022-08-20 05:30:00
0,A,X13266,Tempo,2022-08-20 04:32:00
1,B,X13266,Tempo,2022-08-20 06:25:00
2,C,X13266,Tempo,2022-08-20 06:51:00
3,D,X13266,Tempo,2022-08-20 07:50:00
0,D,X13267,Tempo,2022-08-20 22:06:00
1,C,X13267,Tempo,2022-08-20 22:57:00
2,B,X13267,Tempo,2022-08-20 23:24:00
3,A,X13267,Tempo,2022-08-21 02:15:00
0,A,X13268,Truck,2022-08-20 00:04:00
1,B,X13268,Truck,2022-08-20 02:27:00
2,C,X13268,Truck,2022-08-20 02:46:00
3,D,X13268,Truck,2022-08-20 03:19:00
0,D,X13269,Tempo,2022-08-20 15:08:00
1,C,X13269,Tempo,2022-08-20 16:03:00
2,B,X13269,Tempo,2022-08-20 16:22:00
3,A,X13269,Tempo,2022-08-20 19:37:00
0,A,X13270,Car,2022-08-20 18:40:00
1,B,X13270,Car,2022-08-20 20:33:00
2,C,X13270,Car,2022-08-20 20:49:00
3,D,X13270,Car,2022-08-20 21:40:00
0,D,X13271,Truck,2022-08-20 15:02:00
1,C,X13271,Truck,2022-08-20 17:41:00
2,B,X13271,Truck,2022-08-20 18:00:00
3,A,X13271,Truck,2022-08-20 21:46:00
0,A,X13272,Truck,2022-08-20 17:27:00
1,B,X13272,Truck,2022-08-20 19:22:00
2,C,X13272,Truck,2022-08-20 19:43:00
3,D,X13272,Truck,2022-08-20 20:09:00
0,D,X13273,Car,2022-08-20 08:24:00
1,C,X13273,Car,2022-08-20 09:00:00
2,B,X13273,Car,2022-08-20 09:14:00
3,A,X13273,Car,2022-08-20 12:27:00
0,A,X13274,Tempo,2022-08-20 06:16:00
1,B,X13274,Tempo,2022-08-20 09:25:00
2,C,X13274,Tempo,2022-08-20 09:39:00
3,D,X13274,Tempo,2022-08-20 10:36:00
0,D,X13275,Tempo,2022-08-20 07:40:00
1,C,X13275,Tempo,2022-08-20 08:26:00
2,B,X13275,Tempo,2022-08-20 08:43:00
3,A,X13275,Tempo,2022-08-20 12:15:00
0,A,X13276,Car,2022-08-20 14:01:00
1,B,X13276,Car,2022-08-20 15:54:00
2,C,X13276,Car,2022-08-20 16:16:00
3,D,X13276,Car,2022-08-20 17:01:00
0,D,X13277,Tempo,2022-08-20 00:36:00
1,C,X13277,Tempo,2022-08-20 01:41:00
2,B,X13277,Tempo,2022-08-20 01:56:00
3,A,X13277,Tempo,2022-08-20 05:01:00
0,A,X13278,Truck,2022-08-20 21:45:00
1,B,X13278,Truck,2022-08-21 00:10:00
2,C,X13278,Truck,2022-08-21 00:27:00
3,D,X13278,Truck,2022-08-21 01:07:00
0,D,X13279,Tempo,2022-08-20 20:09:00
1,C,X13279,Tempo,2022-08-20 21:28:00
2,B,X13279,Tempo,2022-08-20 21:43:00
3,A,X13279,Tempo,2022-08-21 00:36:00
0,A,X13280,Truck,2022-08-20 22:32:00
1,B,X13280,Truck,2022-08-21 01:07:00
2,C,X13280,Truck,2022-08-21 01:31:00
3,D,X13280,Truck,2022-08-21 02:12:00
0,D,X13281,Truck,2022-08-20 19:05:00
1,C,X13281,Truck,2022-08-20 22:06:00
2,B,X13281,Truck,2022-08-20 22:28:00
3,A,X13281,Truck,2022-08-21 02:00:00
0,A,X13282,Tempo,2022-08-20 03:26:00
1,B,X13282,Tempo,2022-08-20 05:22:00
2,C,X13282,Tempo,2022-08-20 05:54:00
3,D,X13282,Tempo,2022-08-20 06:43:00
0,D,X13283,Car,2022-08-20 23:46:00
1,C,X13283,Car,2022-08-21 00:48:00
2,B,X13283,Car,2022-08-21 01:05:00
3,A,X13283,Car,2022-08-21 04:19:00
0,A,X13284,Truck,2022-08-20 05:26:00
1,B,X13284,Truck,2022-08-20 07:23:00
2,C,X13284,Truck,2022-08-20 07:45:00
3,D,X13284,Truck,2022-08-20 08:57:00
0,D,X13285,Truck,2022-08-20 17:51:00
1,C,X13285,Truck,2022-08-20 20:15:00
2,B,X13285,Truck,2022-08-20 20:28:00
3,A,X13285,Truck,2022-08-20 23:43:00
0,A,X13286,Car,2022-08-20 15:41:00
1,B,X13286,Car,2022-08-20 17:37:00
2,C,X13286,Car,2022-08-20 17:56:00
3,D,X13286,Car,2022-08-20 18:50:00
0,D,X13287,Car,2022-08-20 21:53:00
1,C,X13287,Car,2022-08-20 22:44:00
2,B,X13287,Car,2022-08-20 23:01:00
3,A,X13287,Car,2022-08-21 02:14:00
0,A,X13288,Tempo,2022-08-20 21:04:00
1,B,X13288,Tempo,2022-08-20 23:18:00
2,C,X13288,Tempo,2022-08-20 23:42:00
3,D,X13288,Tempo,2022-08-21 00:43:00
0,D,X13289,Car,2022-08-20 00:39:00
1,C,X13289,Car,2022-08-20 01:49:00
2,B,X13289,Car,2022-08-20 02:13:00
3,A,X13289,Car,2022-08-20 05:12:00
0,A,X13290,Car,2022-08-20 20:37:00
1,B,X13290,Car,2022-08-20 22:35:00
2,C,X13290,Car,2022-08-20 22:51:00
3,D,X13290,Car,2022-08-20 23:59:00
0,D,X13291,Car,2022-08-20 12:55:00
1,C,X13291,Car,2022-08-20 14:03:00
2,B,X13291,Car,2022-08-20 14:24:00
3,A,X13291,Car,2022-08-20 17:55:00
0,A,X13292,Truck,2022-08-20 04:03:00
1,B,X13292,Truck,2022-08-20 06:03:00
2,C,X13292,Truck,2022-08-20 06:22:00
3,D,X13292,Truck,2022-08-20 06:48:00
0,D,X13293,Car,2022-08-20 14:14:00
1,C,X13293,Car,2022-08-20 15:19:00
2,B,X13293,Car,2022-08-20 15:36:00
3,A,X13293,Car,2022-08-20 18:47:00
0,A,X13294,Tempo,2022-08-20 07:16:00
1,B,X13294,Tempo,2022-08-20 09:16:00
2,C,X13294,Tempo,2022-08-20 09:33:00
3,D,X13294,Tempo,2022-08-20 10:51:00
0,D,X13295,Car,2022-08-20 14:50:00
1,C,X13295,Car,2022-08-20 15:46:00
2,B,X13295,Car,2022-08-20 16:05:00
3,A,X13295,Car,2022-08-20 19:12:00
0,A,X13296,Tempo,2022-08-20 14:05:00
1,B,X13296,Tempo,2022-08-20 16:30:00
2,C,X13296,Tempo,2022-08-20 16:56:00
3,D,X13296,Tempo,2022-08-20 17:40:00
0,D,X13297,Car,2022-08-20 03:24:00
1,C,X13297,Car,2022-08-20 04:30:00
2,B,X13297,Car,2022-08-20 04:56:00
3,A,X13297,Car,2022-08-20 08:19:00
0,A,X13298,Truck,2022-08-20 06:26:00
1,B,X13298,Truck,2022-08-20 08:51:00
2,C,X13298,Truck,2022-08-20 09:08:00
3,D,X13298,Truck,2022-08-20 09:58:00
0,D,X13299,Tempo,2022-08-20 04:14:00
1,C,X13299,Tempo,2022-08-20 05:08:00
2,B,X13299,Tempo,2022-08-20 05:23:00
3,A,X13299,Tempo,2022-08-20 09:08:00
0,A,X13300,Truck,2022-08-20 21:13:00
1,B,X13300,Truck,2022-08-20 22:20:00
2,C,X13300,Truck,2022-08-20 22:40:00
3,D,X13300,Truck,2022-08-20 23:39:00
0,D,X13301,Truck,2022-08-20 15:04:00
1,C,X13301,Truck,2022-08-20 17:27:00
2,B,X13301,Truck,2022-08-20 17:39:00
3,A,X13301,Truck,2022-08-20 21:16:00
0,A,X13302,Truck,2022-08-20 13:40:00
1,B,X13302,Truck,2022-08-20 15:42:00
2,C,X13302,Truck,2022-08-20 15:55:00
3,D,X13302,Truck,2022-08-20 16:52:00
0,D,X13303,Car,2022-08-20 18:43:00
1,C,X13303,Car,2022-08-20 19:32:00
2,B,X13303,Car,2022-08-20 19:45:00
3,A,X13303,Car,2022-08-20 22:50:00
0,A,X13304,Truck,2022-08-20 14:48:00
1,B,X13304,Truck,2022-08-20 17:04:00
2,C,X13304,Truck,2022-08-20 17:26:00
3,D,X13304,Truck,2022-08-20 18:26:00
0,D,X13305,Car,2022-08-20 19:53:00
1,C,X13305,Car,2022-08-20 20:16:00
2,B,X13305,Car,2022-08-20 20:37:00
3,A,X13305,Car,2022-08-21 00:30:00
0,A,X13306,Truck,2022-08-20 02:15:00
1,B,X13306,Truck,2022-08-20 04:36:00
2,C,X13306,Truck,2022-08-20 04:50:00
3,D,X13306,Truck,2022-08-20 05:31:00
0,D,X13307,Truck,2022-08-20 14:22:00
1,C,X13307,Truck,2022-08-20 17:28:00
2,B,X13307,Truck,2022-08-20 17:45:00
3,A,X13307,Truck,2022-08-20 20:34:00
0,A,X13308,Car,2022-08-20 14:59:00
1,B,X13308,Car,2022-08-20 17:02:00
2,C,X13308,Car,2022-08-20 17:26:00
3,D,X13308,Car,2022-08-20 18:11:00
0,D,X13309,Tempo,2022-08-20 18:20:00
1,C,X13309,Tempo,2022-08-20 19:20:00
2,B,X13309,Tempo,2022-08-20 19:37:00
3,A,X13309,Tempo,2022-08-20 22:42:00
0,A,X13310,Truck,2022-08-20 10:55:00
1,B,X13310,Truck,2022-08-20 13:13:00
2,C,X13310,Truck,2022-08-20 13:27:00
3,D,X13310,Truck,2022-08-20 14:13:00
0,D,X13311,Tempo,2022-08-20 16:01:00
1,C,X13311,Tempo,2022-08-20 16:48:00
2,B,X13311,Tempo,2022-08-20 17:13:00
3,A,X13311,Tempo,2022-08-20 20:08:00
0,A,X13312,Truck,2022-08-20 10:17:00
1,B,X13312,Truck,2022-08-20 11:52:00
2,C,X13312,Truck,2022-08-20 12:14:00
3,D,X13312,Truck,2022-08-20 13:29:00
0,D,X13313,Truck,2022-08-20 11:58:00
1,C,X13313,Truck,2022-08-20 14:26:00
2,B,X13313,Truck,2022-08-20 14:47:00
3,A,X13313,Truck,2022-08-20 17:56:00
0,A,X13314,Tempo,2022-08-20 12:30:00
1,B,X13314,Tempo,2022-08-20 14:32:00
2,C,X13314,Tempo,2022-08-20 14:53:00
3,D,X13314,Tempo,2022-08-20 15:46:00
0,D,X13315,Truck,2022-08-20 03:15:00
1,C,X13315,Truck,2022-08-20 05:31:00
2,B,X13315,Truck,2022-08-20 05:49:00
3,A,X13315,Truck,2022-08-20 09:07:00
0,A,X13316,Tempo,2022-08-20 07:56:00
1,B,X13316,Tempo,2022-08-20 10:19:00
2,C,X13316,Tempo,2022-08-20 10:46:00
3,D,X13316,Tempo,2022-08-20 11:49:00
0,D,X13317,Truck,2022-08-20 17:49:00
1,C,X13317,Truck,2022-08-20 20:23:00
2,B,X13317,Truck,2022-08-20 20:45:00
3,A,X13317,Truck,2022-08-21 00:27:00
0,A,X13318,Truck,2022-08-20 11:37:00
1,B,X13318,Truck,2022-08-20 14:06:00
2,C,X13318,Truck,2022-08-20 14:29:00
3,D,X13318,Truck,2022-08-20 15:20:00
0,D,X13319,Car,2022-08-20 10:24:00
1,C,X13319,Car,2022-08-20 11:07:00
2,B,X13319,Car,2022-08-20 11:24:00
3,A,X13319,Car,2022-08-20 14:35:00
